 v-sweep         v(vgs)          id              gm              gds             vth             gm_id           gm_gds          id_w           
 1.67000000e+00  1.67000000e+00  1.87402494e-03  2.48387706e-03  2.40239762e-04  6.10982072e-01  1.32542369e+00  1.03391589e+01  1.87402494e+02 
 1.67500000e+00  1.67500000e+00  1.88644481e-03  2.48457630e-03  2.42826332e-04  6.10982159e-01  1.31706811e+00  1.02319064e+01  1.88644481e+02 
 1.68000000e+00  1.68000000e+00  1.89886804e-03  2.48522314e-03  2.45435624e-04  6.10982247e-01  1.30879192e+00  1.01257637e+01  1.89886804e+02 
 1.68500000e+00  1.68500000e+00  1.91129437e-03  2.48581794e-03  2.48067894e-04  6.10982335e-01  1.30059398e+00  1.00207161e+01  1.91129437e+02 
 1.69000000e+00  1.69000000e+00  1.92372354e-03  2.48636105e-03  2.50723403e-04  6.10982423e-01  1.29247316e+00  9.91674894e+00  1.92372354e+02 
 1.69500000e+00  1.69500000e+00  1.93615530e-03  2.48685278e-03  2.53402418e-04  6.10982511e-01  1.28442836e+00  9.81384785e+00  1.93615530e+02 
 1.70000000e+00  1.70000000e+00  1.94858938e-03  2.48729348e-03  2.56105210e-04  6.10982599e-01  1.27645850e+00  9.71199876e+00  1.94858938e+02 
 1.70500000e+00  1.70500000e+00  1.96102554e-03  2.48768346e-03  2.58832052e-04  6.10982687e-01  1.26856250e+00  9.61118780e+00  1.96102554e+02 
 1.71000000e+00  1.71000000e+00  1.97346352e-03  2.48802304e-03  2.61583225e-04  6.10982774e-01  1.26073931e+00  9.51140135e+00  1.97346352e+02 
 1.71500000e+00  1.71500000e+00  1.98590307e-03  2.48831253e-03  2.64359014e-04  6.10982862e-01  1.25298791e+00  9.41262599e+00  1.98590307e+02 
 1.72000000e+00  1.72000000e+00  1.99834394e-03  2.48855223e-03  2.67159708e-04  6.10982950e-01  1.24530727e+00  9.31484857e+00  1.99834394e+02 
 1.72500000e+00  1.72500000e+00  2.01078588e-03  2.48874243e-03  2.69985602e-04  6.10983038e-01  1.23769639e+00  9.21805611e+00  2.01078588e+02 
 1.73000000e+00  1.73000000e+00  2.02322864e-03  2.48888342e-03  2.72836994e-04  6.10983126e-01  1.23015430e+00  9.12223588e+00  2.02322864e+02 
 1.73500000e+00  1.73500000e+00  2.03567199e-03  2.48897549e-03  2.75714190e-04  6.10983214e-01  1.22268003e+00  9.02737535e+00  2.03567199e+02 
 1.74000000e+00  1.74000000e+00  2.04811567e-03  2.48901891e-03  2.78617500e-04  6.10983302e-01  1.21527262e+00  8.93346221e+00  2.04811567e+02 
 1.74500000e+00  1.74500000e+00  2.06055945e-03  2.48901394e-03  2.81547237e-04  6.10983390e-01  1.20793115e+00  8.84048433e+00  2.06055945e+02 
 1.75000000e+00  1.75000000e+00  2.07300308e-03  2.48896086e-03  2.84503723e-04  6.10983478e-01  1.20065469e+00  8.74842981e+00  2.07300308e+02 
 1.75500000e+00  1.75500000e+00  2.08544632e-03  2.48885991e-03  2.87487284e-04  6.10983566e-01  1.19344233e+00  8.65728693e+00  2.08544632e+02 
 1.76000000e+00  1.76000000e+00  2.09788893e-03  2.48871134e-03  2.90498251e-04  6.10983654e-01  1.18629318e+00  8.56704415e+00  2.09788893e+02 
 1.76500000e+00  1.76500000e+00  2.11033068e-03  2.48851540e-03  2.93536960e-04  6.10983742e-01  1.17920638e+00  8.47769016e+00  2.11033068e+02 
 1.77000000e+00  1.77000000e+00  2.12277133e-03  2.48827231e-03  2.96603755e-04  6.10983829e-01  1.17218105e+00  8.38921380e+00  2.12277133e+02 
 1.77500000e+00  1.77500000e+00  2.13521064e-03  2.48798232e-03  2.99698984e-04  6.10983917e-01  1.16521634e+00  8.30160411e+00  2.13521064e+02 
 1.78000000e+00  1.78000000e+00  2.14764839e-03  2.48764564e-03  3.02823002e-04  6.10984005e-01  1.15831141e+00  8.21485031e+00  2.14764839e+02 
 1.78500000e+00  1.78500000e+00  2.16008433e-03  2.48726248e-03  3.05976170e-04  6.10984093e-01  1.15146545e+00  8.12894180e+00  2.16008433e+02 
 1.79000000e+00  1.79000000e+00  2.17251824e-03  2.48683305e-03  3.09158853e-04  6.10984181e-01  1.14467764e+00  8.04386813e+00  2.17251824e+02 
 1.79500000e+00  1.79500000e+00  2.18494988e-03  2.48635755e-03  3.12371426e-04  6.10984269e-01  1.13794718e+00  7.95961906e+00  2.18494988e+02 
 1.80000000e+00  1.80000000e+00  2.19737903e-03  2.48583619e-03  3.15614266e-04  6.10984357e-01  1.13127328e+00  7.87618448e+00  2.19737903e+02 
